n1,n2,intensity,distance,R1+R2
614,1004,14984.55808,1.90010526,0.8601436927447392
614,693,13939.398769999998,2.056039883,1.0080657607313075
693,830,13877.59375,1.2389511690000001,0.955889315022052
693,88,13764.34863,1.5796835130000002,1.0616448387014188
88,63,13433.611330000002,0.366878727,0.8684004274099406
693,1,13277.1123,1.7505998969999998,0.8038110514281207
693,946,13097.48633,1.951127879,1.060770950907936
614,1,12923.95232,1.885444245,0.7956426089189491
693,614,12884.13874,2.056039883,1.0080657607313075
88,693,12849.55371,1.5796835130000002,1.0616448387014188
88,830,12724.467859999999,1.035084538,1.0012999504829914
693,126,12681.41339,1.382931669,0.8199122919323975
1004,1,12681.38184,0.05,0.6558889834415522
126,1004,12646.344729999999,0.394461658,0.6719902239458291
614,223,12514.73926,1.4447837209999999,0.9088248292424791
693,223,12407.46387,0.870114935,0.9169932717516507
491,525,12300.37793,0.41340053200000004,0.8986306707095126
88,286,11832.35059,0.883232699,0.8043251394335993
88,347,11755.75829,5.333001031,0.8503126615120187
88,523,11694.375,1.110900536,1.0639269687193722
614,126,11385.21582,1.9284190419999998,0.8117438494232259
88,614,11221.72405,1.053422992,1.053476396192247
88,797,11171.21191,2.315037797,1.308245380764844
946,491,11071.21594,0.929139387,1.05802062770904
88,194,11012.07715,1.1071133640000002,1.3443135895866778
126,693,10837.54297,1.382931669,0.8199122919323975
88,515,10758.87012,0.620483682,1.0123607957517375
88,38,10634.35352,3.2056356619999997,0.9093377567204419
1004,126,10629.71582,0.394461658,0.6719902239458291
491,210,10561.48633,0.908019824,0.7696937301875273
797,470,10519.07227,0.921954446,1.114288654180413
126,1,10376.23828,0.433704969,0.607489140120039
491,946,10111.12695,0.929139387,1.05802062770904
194,364,10105.96878,0.8832893070000001,1.1317648692992548
946,525,10104.53418,0.623698645,0.9459177415758653
88,223,9844.30957,1.451516448,0.9624039072125902
693,63,9760.554028,1.4389579559999999,0.8229897919490011
693,286,9617.307755,1.394668419,0.7589145039726599
523,515,9591.381836,0.584893153,0.9692322903087515
693,347,9559.629883,5.760651005,0.8049020260510791
194,470,9536.213982,0.823468275,1.1503568630022465
364,470,9318.18457,1.0761505470000001,0.7005500272905043
194,797,9300.91417,1.336600165,1.5455034961891636
693,194,9290.564453,1.9724857409999998,1.2989029541257382
693,515,9149.792969,1.8972084759999999,0.9669501602907979
1004,223,9070.197266,1.124722188,0.7690712037650822
126,491,9057.889734,0.772593036,0.8171619687335016
693,72,8921.616211,3.406258945,0.7958331627385917
390,194,8903.0394,1.081203034,1.0144111931223618
88,390,8862.902587999999,1.186128155,0.7771530776980424
830,63,8859.436523,0.6954135459999999,0.7626449037305738
693,38,8792.258254,4.297848299,0.8639271212595026
830,797,8632.02832,1.894412838,1.2024898570854772
126,223,8510.364258,0.854751426,0.7206713604435689
126,614,8418.575195,1.9284190419999998,0.8117438494232259
693,797,8412.117224,3.0977088310000003,1.2628347453039046
491,194,8292.558594,1.6541160780000002,1.2961526309268423
614,830,8247.453558,1.117720895,0.9477208725128803
63,797,8241.458008,2.061552813,1.0695903340124264
523,226,8146.587401999999,0.22135943600000002,1.0201963570598123
63,38,8119.08252,3.173594177,0.6706827099680244
693,523,8049.805176000001,2.3786340619999997,1.0185163332584328
515,523,8042.708495999999,0.584893153,0.9692322903087515
797,491,8006.486243,2.015241921,1.2600844221050087
946,194,7906.839844,1.305756486,1.343439701793195
830,693,7836.539551000001,1.2389511690000001,0.955889315022052
693,210,7814.889767000001,2.1206366969999997,0.7724440533864232
515,286,7808.915212000001,0.7887331609999999,0.7096304610229787
946,1004,7758.558775,1.32438665,0.9128488829213675
1004,830,7602.801391,1.07893466,0.8079672470354835
693,491,7578.405195,1.7027624609999998,1.0134838800415833
797,364,7533.368385,0.9689685240000001,1.0956966604774212
693,525,7526.640137,1.5386032630000002,0.9013809939084085
88,226,7456.28141,1.244387399,1.0633248625027982
194,63,7453.018784000001,0.8509406559999999,1.1056585428342602
390,126,7452.639648,2.087007427,0.5354205309290212
523,88,7401.021973000001,1.110900536,1.0639269687193722
614,515,7330.529785,1.18393412,0.9587817177816264
390,491,7314.0742230000005,2.47396443,0.728992119038207
515,347,7240.539261,5.87,0.7556179831013978
946,797,7129.190455,1.525417976,1.3073714929713613
470,194,7053.875,0.823468275,1.1503568630022465
491,1004,7028.331595000001,0.660681466,0.8655618120550148
364,194,7018.223745,0.8832893070000001,1.1317648692992548
491,126,6974.2555569999995,0.772593036,0.8171619687335016
515,614,6966.16073,1.18393412,0.9587817177816264
797,946,6936.23291,1.525417976,1.3073714929713613
523,272,6928.860352,0.776208735,0.8625877005828559
614,88,6858.546426999999,1.053422992,1.053476396192247
63,830,6808.132345,0.6954135459999999,0.7626449037305738
797,525,6807.540039,1.841982628,1.147981535971834
1004,194,6791.816895,1.45361618,1.1509808861391697
946,830,6719.672852,1.157108465,1.0004260626895087
223,126,6658.140625,0.854751426,0.7206713604435689
223,1,6599.261447999999,1.145643924,0.7045701199392922
830,1004,6592.580078,1.07893466,0.8079672470354835
1004,946,6512.856145000001,1.32438665,0.9128488829213675
946,693,6491.565614,1.951127879,1.060770950907936
1004,210,6480.464425,0.5700877129999999,0.6245219853998548
830,88,6479.055664,1.035084538,1.0012999504829914
830,946,6458.917969,1.157108465,1.0004260626895087
515,88,6456.4551,0.620483682,1.0123607957517375
126,830,6450.233397999999,1.0356157590000001,0.7595674037139701
194,525,6428.083008,1.340373082,1.1840497447936675
797,63,6374.381525,2.061552813,1.0695903340124264
693,272,6343.896973,2.707655813,0.8603055705649025
286,347,6330.438493,6.116404172,0.5475823267832598
470,364,6276.371182,1.0761505470000001,0.7005500272905043
830,38,6221.6787810000005,3.1963260160000004,0.8035822330410752
194,946,6176.701745,1.305756486,1.343439701793195
491,797,6163.989258,2.015241921,1.2600844221050087
525,491,6138.99886,0.41340053200000004,0.8986306707095126
614,194,6123.714355,0.76065761,1.2907345116165665
226,523,6120.566151,0.22135943600000002,1.0201963570598123
1004,614,6109.053223,1.90010526,0.8601436927447392
797,194,6107.832738,1.336600165,1.5455034961891636
693,390,6078.946777,2.119457478,0.7317424422371029
210,1004,5903.52103,0.5700877129999999,0.6245219853998548
830,491,5901.88898,1.22,0.9531389918231561
491,364,5885.454102000001,1.259880947,0.8463457952151
210,194,5880.169014,1.210784869,1.0551128042716822
1,1004,5812.5625,0.05,0.6558889834415522
470,797,5798.949436,0.921954446,1.114288654180413
223,614,5766.096191,1.4447837209999999,0.9088248292424791
1,210,5752.3770939999995,0.531507291,0.5600209015740647
946,1,5721.54268,1.336600165,0.8483477990955774
210,1,5688.387221,0.531507291,0.5600209015740647
525,210,5678.026367,0.933488082,0.6575908440543526
194,88,5671.757377,1.1071133640000002,1.3443135895866778
88,272,5652.778813,1.561601742,0.9057162060258419
194,210,5628.800293,1.210784869,1.0551128042716822
614,390,5619.554688,0.326190129,0.7235739997279313
614,523,5610.125977000001,1.1849894509999999,1.0103478907492611
515,693,5591.950266,1.8972084759999999,0.9669501602907979
63,88,5546.298475,0.366878727,0.8684004274099406
830,223,5521.078125,0.7443789359999999,0.8566483835332235
523,390,5494.19489,1.053850084,0.7340245722550565
946,364,5466.201199,1.162239218,0.8936328660814526
194,491,5425.663006000001,1.6541160780000002,1.2961526309268423
946,614,5369.523438,2.01841522,1.0526025083987642
1004,693,5331.557617,1.7123375840000001,0.8683121352539107
210,525,5307.906967,0.933488082,0.6575908440543526
525,946,5298.104492,0.623698645,0.9459177415758653
210,126,5260.487305,0.9437160590000001,0.5761221420783416
194,390,5144.380859000001,1.081203034,1.0144111931223618
614,272,5141.015136999999,1.944659353,0.8521371280557308
223,693,5138.933594,0.870114935,0.9169932717516507
1004,491,5104.318054,0.660681466,0.8655618120550148
1,525,5091.234375,0.8257723659999999,0.68895784209605
1,491,5065.475254999999,0.693541635,0.8010607282292248
364,210,5034.85947,0.5132250970000001,0.60530596855994
72,523,5013.582031,4.778085391,0.7981152927565454
