n1,n2,intensity,distance,R1+R2
515,525,3505.271484,2.374384131,1
523,72,3496.00708,4.778085391,1
614,946,3453.46167,2.01841522,1
364,525,3447.509132,1.133225485,1
491,523,3411.112061,3.138678066,1
38,515,3398.522574,3.206883222,1
126,347,3394.470459,5.275281983,1
523,38,3391.860352,2.866217019,1
88,72,3390.412354,3.786607981,1
830,614,3388.499268,1.117720895,1
194,1004,3379.164379,1.45361618,1
1004,515,3368.26709,2.608236952,1
491,390,3349.092285,2.47396443,1
693,364,3290.995117,2.308441032,1
946,63,3281.812044,1.426359001,1
515,830,3255.52124,1.552546296,1
830,347,3253.41823,5.083512565,1
226,390,3252.486816,1.182032148,1
38,797,3241.838408,2.440266379,1
226,88,3237.631348,1.244387399,1
614,63,3222.268799,1.008414597,1
830,525,3214.601807,0.905151921,1
88,946,3213.584473,1.762186142,1
515,390,3210.468605,1.158835623,1
946,226,3206.656006,2.895513771,1
515,364,3194.093506,2.417126393,1
491,226,3189.105957,3.290121578,1
226,194,3168.44043,1.849810801,1
491,63,3142.781006,1.808867049,1
946,126,3133.384033,1.48,1
946,523,3133.092285,2.789587783,1
491,88,3124.238281,2.168363438,1
523,614,3096.594238,1.184989451,1
88,364,3082.311035,1.92418814,1
126,72,3071.378418,2.436411295,1
515,491,3047.705828,2.739123948,1
515,1,3033.619141,2.614459791,1
830,72,3019.895508,2.933359848,1
88,1,3013.189941,2.12235718,1
515,1004,2995.958604,2.608236952,1
614,797,2972.455566,1.951127879,1
515,223,2960.66626,1.792456415,1
946,88,2938.102539,1.762186142,1
226,515,2915.099432,0.739256383,1
830,194,2875.95125,0.760065787,1
693,470,2861.185059,2.79510286,1
523,525,2858.119629,2.788942452,1
515,194,2856.506348,1.554252232,1
272,523,2845.619873,0.776208735,1
523,946,2836.85376,2.789587783,1
38,946,2816.04127,3.633978536,1
126,38,2804.140381,3.702566677,1
491,470,2797.136963,2.228003591,1
946,223,2781.291748,1.751856158,1
797,210,2765.561048,1.425938288,1
88,126,2743.808838,2.04227814,1
523,63,2735.739014,1.408864791,1
515,210,2713.084473,2.621621636,1
614,364,2683.594238,1.511026141,1
491,515,2669.190674,2.739123948,1
38,830,2639.380371,3.196326016,1
88,491,2597.081682,2.168363438,1
523,1,2592.444336,2.915150082,1
38,194,2582.315918,2.519444383,1
88,525,2522.370117,1.786253062,1
491,272,2517.780029,3.703619851,1
830,523,2517.109863,1.922732431,1
523,210,2516.970215,2.871515279,1
946,38,2505.614502,3.633978536,1
491,286,2505.087158,2.394681607,1
491,614,2498.960693,2.236269215,1
523,830,2498.090332,1.922732431,1
946,72,2473.802734,2.068453529,1
830,272,2460.70874,2.514040572,1
38,523,2405.041504,2.866217019,1
946,515,2398.397461,2.379768896,1
88,210,2334.63916,2.115868616,1
491,38,2320.445313,3.905752168,1
491,347,2319.919434,4.531280172,1
946,390,2294.116455,2.315599274,1
126,88,2290.383057,2.04227814,1
797,1,2288.528076,1.934373284,1
491,693,2281.892578,1.702762461,1
63,946,2273.311279,1.426359001,1
286,223,2262.751465,1.163786922,1
38,72,2244.714844,4.904130912,1
390,693,2232.07251,2.119457478,1
286,614,2208.21145,1.063672882,1
946,347,2152.654297,3.957650818,1
614,226,2130.136475,1.298768648,1
210,364,2125.547363,0.513225097,1
194,523,2110.936523,1.753282636,1
946,272,2056.970947,3.3080659,1
272,515,2035.775162,0.965194281,1
614,525,2013.49707,1.945507646,1
63,515,1974.297363,0.965194281,1
194,515,1961.765137,1.554252232,1
72,470,1961.358643,3.350432808,1
194,272,1954.029297,2.438544648,1
1004,38,1950.288452,3.487262537,1
63,364,1896.884399,1.60003125,1
194,226,1892.763672,1.849810801,1
1004,523,1864.665283,2.917293266,1
523,364,1841.701416,2.618892896,1
126,523,1827.946411,2.847349645,1
1004,347,1808.566528,5.023445033,1
1,126,1808.382569,0.433704969,1
38,272,1795.03418,3.517911312,1
515,126,1786.747437,2.506970283,1
1004,72,1751.543213,2.209637979,1
38,223,1724.051514,3.547675295,1
126,272,1716.609497,3.443965737,1
797,693,1714.943237,3.097708831,1
946,286,1710.792847,2.314519389,1
194,72,1708.025913,3.113599203,1
523,1004,1689.429688,2.917293266,1
223,63,1687.045081,1.22592822,1
830,515,1685.854614,1.552546296,1
390,88,1684.834351,1.186128155,1
830,1,1650.077792,1.089311709,1
525,72,1645.892456,2.062498485,1
525,1,1638.265157,0.825772366,1
797,830,1622.499512,1.894412838,1
223,797,1601.755127,2.531659535,1
194,223,1596.294816,1.395707706,1
223,347,1594.787476,5.707889277,1
523,693,1591.717896,2.378634062,1
390,63,1584.117207,1.209504031,1
390,797,1581.217285,2.255504378,1
523,797,1580.541748,2.903532331,1
210,946,1570.69605,1.205404496,1
126,946,1568.576782,1.48,1
63,693,1544.616577,1.438957956,1
210,470,1536.533936,1.567450159,1
390,1004,1515.109375,2.097617696,1
491,223,1510.331543,1.424254191,1
223,72,1508.447876,3.205074102,1
126,63,1500.177368,1.718167629,1
126,286,1492.186523,1.976512079,1
1,72,1487.099854,2.215851981,1
223,88,1485.459595,1.451516448,1
347,286,1480.854376,6.116404172,1
525,523,1468.252319,2.788942452,1
797,88,1436.290405,2.315037797,1
1,194,1426.95499,1.438923209,1
223,38,1423.129883,3.547675295,1
830,390,1420.656616,1.335702063,1
614,470,1417.09729,1.151911455,1
38,614,1409.419312,2.291593332,1
1004,63,1405.224854,1.767172883,1
223,364,1395.983154,1.656321225,1
226,525,1394.417725,2.932882541,1
210,72,1386.114136,2.159282288,1
1004,272,1381.133423,3.556135543,1
614,491,1376.689768,2.236269215,1
523,491,1376.031824,3.138678066,1
63,72,1352.44043,3.429489758,1
525,194,1347.652505,1.340373082,1
525,797,1344.550781,1.841982628,1
797,515,1344.197998,2.77459907,1
797,523,1330.855835,2.903532331,1
1004,470,1326.456787,2.004220547,1
88,470,1321.276978,1.744305019,1
525,126,1321.256104,0.879659025,1
797,390,1319.429932,2.255504378,1
194,286,1314.651367,1.489160838,1
1004,88,1314.121948,2.113504199,1
223,515,1311.986938,1.792456415,1
223,470,1309.272705,2.167233259,1
797,1004,1298.045654,1.964510117,1
1004,364,1293.70166,1.028785692,1
1004,390,1290.486206,2.097617696,1
470,38,1275.369408,1.869144189,1
614,210,1271.381348,1.766182324,1
72,797,1267.858276,2.653262143,1
210,797,1263.35791,1.425938288,1
210,63,1256.321655,1.767172883,1
210,693,1245.004028,2.120636697,1
797,38,1231.064575,2.440266379,1
210,88,1228.880005,2.115868616,1
210,614,1223.212769,1.766182324,1
194,347,1221.339722,4.910804415,1
223,523,1218.533569,2.134385157,1
470,63,1218.120361,1.58113883,1
210,390,1216.54126,2.011218536,1
1004,797,1204.009521,1.964510117,1
390,226,1200.399591,1.182032148,1
223,210,1198.387695,1.473091986,1
223,286,1197.763306,1.163786922,1
1004,226,1192.033203,3.077206525,1
210,523,1191.652344,2.871515279,1
223,525,1191.015015,1.280390565,1
226,272,1184.871216,0.739256383,1
797,72,1183.219849,2.653262143,1
525,226,1182.241943,2.932882541,1
194,126,1179.999445,1.582466429,1
470,523,1177.842041,2.076270695,1
525,272,1174.506104,3.337019628,1
210,38,1160.625122,3.069853417,1
72,226,1155.409912,4.895886028,1
72,88,1154.38916,3.786607981,1
1,347,1153.860474,5.024191477,1
223,272,1139.596924,2.68069021,1
470,525,1135.33313,1.968476568,1
72,515,1134.354004,4.394246238,1
72,525,1132.965332,2.062498485,1
797,614,1131.21167,1.951127879,1
210,515,1130.48291,2.621621636,1
1,515,1125.406494,2.614459791,1
830,286,1124.862061,1.23616342,1
126,390,1119.905518,2.087007427,1
525,63,1113.34375,1.426499211,1
525,88,1110.759521,1.786253062,1
223,226,1106.139282,2.334137957,1
126,210,1103.444702,0.943716059,1
525,347,1098.413818,4.474080911,1
525,390,1091.980103,2.198499488,1
525,470,1091.423096,1.968476568,1
226,797,1082.594727,2.932388105,1
72,63,1082.038818,3.429489758,1
72,946,1078.052368,2.068453529,1
1,523,1077.14978,2.915150082,1
1,63,1073.509277,1.776344561,1
210,347,1073.504517,4.727578661,1
210,830,1070.094849,1.163658025,1
364,797,1069.789239,0.968968524,1
347,523,1066.293213,6.205449218,1
126,797,1064.50354,2.292880285,1
63,523,1064.315674,1.408864791,1
38,226,1062.520508,2.807596837,1
63,525,1060.455688,1.426499211,1
72,364,1059.56958,2.411410376,1
830,226,1056.543823,2.081850139,1
72,830,1055.949219,2.933359848,1
126,525,1053.647705,0.879659025,1
226,1,1053.604004,3.073385755,1
525,286,1052.688354,2.104613979,1
797,347,1050.381958,4.00615776,1
470,946,1049.483398,1.785637141,1
797,226,1045.839111,2.932388105,1
223,194,1041.2677,1.395707706,1
38,470,1040.749878,1.869144189,1
72,1,1034.848145,2.215851981,1
72,38,1029.942139,4.904130912,1
210,226,1029.034058,3.000033333,1
525,515,1023.716064,2.374384131,1
38,364,1023.686157,2.680037313,1
525,614,1021.012817,1.945507646,1
72,1004,1018.397034,2.209637979,1
1,830,1014.599243,1.089311709,1
830,364,1013.630554,1.155378726,1
1004,286,1012.509399,2.149278949,1
72,390,1012.466187,4.091760013,1
72,614,1010.937012,3.814039853,1
1,88,1005.908508,2.12235718,1
364,491,1004.902391,1.259880947,1
470,88,995.6223755,1.744305019,1
226,72,989.423584,4.895886028,1
1,614,987.8825073,1.885444245,1
72,194,981.0102539,3.113599203,1
72,347,978.9088135,3.55562934,1
72,693,973.4945068,3.406258945,1
223,390,968.8734131,1.518222645,1
470,286,967.9131525,2.147673159,1
63,1004,966.6676025,1.767172883,1
1,946,964.5276489,1.336600165,1
210,272,964.1973267,3.556135543,1
525,38,964.0623169,3.718521211,1
63,272,962.4360352,1.92,1
63,390,961.0627441,1.209504031,1
38,491,960.4876613,3.905752168,1
226,63,959.7702026,1.545865453,1
72,491,959.5333454,1.790809873,1
470,491,955.8890023,2.228003591,1
226,614,955.2172241,1.298768648,1
72,272,953.8513184,5.346082678,1
1,797,949.0714722,1.934373284,1
525,364,946.9315186,1.133225485,1
797,272,944.0045776,3.563425318,1
72,126,941.722229,2.436411295,1
525,830,938.1777954,0.905151921,1
38,390,937.4435425,2.310194797,1
72,210,936.7365112,2.159282288,1
470,347,935.2479248,4.788830755,1
72,286,933.7174683,4.156067853,1
63,226,932.8994141,1.545865453,1
226,946,926.8029175,2.895513771,1
38,525,926.7511597,3.718521211,1
830,470,923.8862305,1.573403953,1
1,693,917.5952759,1.750599897,1
38,210,913.5823364,3.069853417,1
470,830,913.1780396,1.573403953,1
223,491,904.6478487,1.424254191,1
63,614,903.6563721,1.008414597,1
470,693,901.0609392,2.79510286,1
63,470,895.5357666,1.58113883,1
1,272,890.5654907,3.560702178,1
830,210,889.2427979,1.163658025,1
347,88,888.0783691,5.333001031,1
1,364,882.5921021,0.995439601,1
226,364,874.6616211,2.717719632,1
1,470,874.5304565,1.974689849,1
525,693,872.9505005,1.538603263,1
38,693,864.2832031,4.297848299,1
38,1004,863.0622559,3.487262537,1
797,286,859.5836182,2.824623869,1
1,38,857.7124634,3.446519984,1
226,470,857.4536133,2.095638328,1
523,286,855.1779175,1.062261738,1
364,226,854.694519,2.717719632,1
210,286,843.1385498,2.285694643,1
1,226,837.8322144,3.073385755,1
286,88,833.9383545,0.883232699,1
38,126,831.7939453,3.702566677,1
210,223,825.5470581,1.473091986,1
364,63,825.5142212,1.60003125,1
470,226,822.9557495,2.095638328,1
226,210,822.6973267,3.000033333,1
272,72,819.6116943,5.346082678,1
1,390,812.6879272,2.083866598,1
38,1,812.2544556,3.446519984,1
226,830,804.0811768,2.081850139,1
226,1004,796.1521606,3.077206525,1
525,223,792.2471924,1.280390565,1
470,210,782.9718702,1.567450159,1
63,491,782.2614524,1.808867049,1
523,470,782.0142822,2.076270695,1
470,223,778.1141357,2.167233259,1
797,223,775.423584,2.531659535,1
470,1,771.8433838,1.974689849,1
72,223,771.0090942,3.205074102,1
470,614,760.4129639,1.151911455,1
226,38,759.9798584,2.807596837,1
63,1,758.5429077,1.776344561,1
63,210,752.5824585,1.767172883,1
126,226,749.6688232,3.025491696,1
1,286,746.8239746,2.157985171,1
226,491,746.547481,3.290121578,1
272,946,740.7686768,3.3080659,1
272,797,739.5818481,3.563425318,1
470,126,736.4419556,2.234748308,1
63,126,729.9054565,1.718167629,1
272,88,728.4641113,1.561601742,1
390,38,723.307373,2.310194797,1
63,286,722.8881836,1.00124922,1
272,63,721.7340698,1.92,1
272,830,721.0562134,2.514040572,1
390,946,713.2642822,2.315599274,1
226,693,709.7556763,2.581879161,1
364,72,701.1156816,2.411410376,1
797,126,700.9555054,2.292880285,1
1,223,700.6135864,1.145643924,1
38,286,696.8626099,3.276156284,1
470,1004,693.5407715,2.004220547,1
226,347,689.710022,6.207914304,1
286,226,689.6446533,1.280702932,1
523,223,686.3635864,2.134385157,1
126,364,678.3822632,1.35070352,1
347,515,671.9042358,5.87,1
272,226,671.142334,0.739256383,1
63,223,670.1295776,1.22592822,1
523,126,670.0323486,2.847349645,1
286,830,663.0176392,1.23616342,1
226,286,660.921814,1.280702932,1
286,946,647.0667725,2.314519389,1
470,390,634.4417725,1.427200056,1
272,364,629.9924316,3.317845687,1
286,38,628.4494629,3.276156284,1
286,72,622.1403809,4.156067853,1
286,63,621.8928223,1.00124922,1
286,693,616.3592529,1.394668419,1
286,797,611.1775513,2.824623869,1
515,470,609.8839111,2.063879841,1
286,390,604.072937,0.969226496,1
126,470,596.5239258,2.234748308,1
272,347,588.9373169,6.558818491,1
272,525,588.2455444,3.337019628,1
272,38,573.3643188,3.517911312,1
226,126,571.2642822,3.025491696,1
286,515,568.8116455,0.788733161,1
286,523,561.4069824,1.062261738,1
364,693,560.583252,2.308441032,1
272,1004,547.4418335,3.556135543,1
272,693,540.0269165,2.707655813,1
126,194,538.6254272,1.582466429,1
272,491,528.678129,3.703619851,1
364,946,528.4465332,1.162239218,1
286,272,525.8322144,1.544312145,1
272,614,524.9552612,1.944659353,1
470,272,519.826355,2.778920654,1
364,830,511.7434692,1.155378726,1
390,210,505.5532227,2.011218536,1
272,194,499.690094,2.438544648,1
272,390,493.7796326,1.818268407,1
364,515,488.9634399,2.417126393,1
390,525,488.8983765,2.198499488,1
272,286,485.6790161,1.544312145,1
272,210,483.4912109,3.556135543,1
226,223,481.949707,2.334137957,1
364,88,481.4308777,1.92418814,1
390,1,475.5212097,2.083866598,1
286,491,470.4238416,2.394681607,1
286,126,457.5108337,1.976512079,1
364,523,447.7433167,2.618892896,1
286,194,443.1468811,1.489160838,1
286,210,440.2863159,2.285694643,1
364,38,440.1055908,2.680037313,1
470,515,420.6661987,2.063879841,1
272,1,416.780304,3.560702178,1
364,1,409.9598389,0.995439601,1
390,72,397.0227051,4.091760013,1
286,1,395.7219238,2.157985171,1
390,523,390.3725035,1.053850084,1
390,272,388.0749817,1.818268407,1
364,390,382.9238281,1.793989967,1
470,72,382.3951111,3.350432808,1
272,126,378.6156311,3.443965737,1
364,347,377.0707397,4.573554416,1
272,223,346.9550476,2.68069021,1
364,272,344.3687134,3.317845687,1
286,1004,337.5630493,2.149278949,1
364,1004,335.1945011,1.028785692,1
286,525,314.2761536,2.104613979,1
364,223,309.1632996,1.656321225,1
364,126,295.1081238,1.35070352,1
364,614,286.9967041,1.511026141,1
364,286,269.3706055,2.215987365,1
347,797,259.9775391,4.00615776,1
390,830,238.2935638,1.335702063,1
347,72,212.4312439,3.55562934,1
347,38,207.5112305,6.182394358,1
347,830,198.7917328,5.083512565,1
347,63,197.7229767,5.118486104,1
347,470,196.6443329,4.788830755,1
347,491,195.4152807,4.531280172,1
390,470,194.3282471,1.427200056,1
347,525,188.5697327,4.474080911,1
347,390,187.5805054,5.952730466,1
347,226,187.5075989,6.207914304,1
347,194,184.7930603,4.910804415,1
347,693,182.5238495,5.760651005,1
347,364,182.5201111,4.573554416,1
347,946,181.5779724,3.957650818,1
347,126,174.0964203,5.275281983,1
390,286,173.246725,0.969226496,1
347,614,170.8238525,5.628978593,1
347,272,169.7170715,6.558818491,1
347,223,167.5348816,5.707889277,1
347,210,165.8778687,4.727578661,1
347,1004,165.4485016,5.023445033,1
347,1,155.9601288,5.024191477,1
390,515,130.6109161,1.158835623,1
390,364,119.6872253,1.793989967,1
390,347,0,5.952730466,1
272,470,0,2.778920654,1
286,470,0,2.147673159,1
286,364,0,2.215987365,1
