avg dft,outgoing+incoming
2.8187659436800003,133
2.8594920138400006,93
2.9464673101799996,72
2.8902776432,66
2.72498361144,34
2.4083447242081637,56
2.59715093166,101
2.3712662967799996,20
2.04609897524,99
1.8016933781836733,102
1.8477053854800003,40
2.2310223241999996,71
1.6508777467,50
1.9003445578999998,19
1.7525450041200004,49
2.0126784090000003,20
2.01068654708,136
1.55230650106,36
1.13321134184,26
1.32783339576,26
1.05404116338,34
0.63736707438,73
0.6941978673199998,53
