experiment_id,id,origin_abbrev,origin_id,target_abbrev,target_id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
294175704,634131094,NPC,634,SCdw,42,True,1.0,8280,2980,6000,0.00953129891028408,0.49173459388366103,1517.7515888655405,3086.5259588074105,0.00126660130625,4037127936.0,2102679.5,3191345152.0,1033960.25,0.0025757823875
584903636,635457287,MOp,985,SSp-n,353,True,0.19884565472602805,5180,1840,9130,4.83110289703229e-05,0.11965015627027001,369.096648971979,3084.7987205152504,1.62887987564087e-05,131200683.5,111132.14550781199,41018502.5,13296.9785766602,0.00013613687824706998
292375491,632074569,GU,1057,AIv,119,True,0.583698749542236,3780,4940,8860,0.00115045746613922,0.1685121244791,519.603234855232,3083.47685047242,3.68996432006836e-05,154644518.0,178753.65234375,92880976.0,30122.157714843797,0.000218973224121094
174360333,629869768,SSs,378,VISC6a,857,True,1.0,5120,4360,9500,0.00567526866753533,0.994879163244133,3066.151079182571,3081.9331557657397,0.001266156325,3187602176.0,1038917.125,3185476864.0,1033597.0,0.0012726734781249999
272875838,631372004,MD,362,RSPd2/3,434,True,0.5999821424484251,6430,960,5960,0.000386705574292238,0.195336450991254,602.005412153604,3081.88978093268,7.2188656640625e-05,383804832.0,301682.125,181614272.0,58929.515625,0.000369560603125
603468246,641492269,ENTm,926,RSPagl6a,906,True,0.45282644033432,9870,1840,3120,3.06997318226066e-05,0.9329938261367652,2875.09885452799,3081.58400836678,2.79967983886719e-05,72460904.0,24495.90625,70428152.0,22854.529296875,3.000748515625e-05
522255595,638055951,ZI,797,CA3,463,True,0.928673028945923,6860,2490,3170,0.0468620535032142,0.156356139023946,481.71758687117597,3080.89973235653,0.001732903528125,8313261568.0,9047391.0,4358287360.0,1414615.125,0.011083053975
168616111,629837885,VI,653,MY,354,True,0.992669939994812,10770,5230,6110,0.99790921618062,0.30456769758929,938.263972177655,3080.64177391164,0.0020174420875,8593969152.0,5407308.5,5073482752.0,1646891.5,0.0066239529125
168616111,629837875,VI,653,BS,343,True,0.992669939994812,10770,5230,6110,0.9979282283773699,0.304560731167782,938.236372990321,3080.6216198418797,0.00201748052386804,8594202847.3125,5407535.20755005,5073546219.949221,1646922.87662697,0.00662423062924881
168616111,629837639,VI,653,grey,8,True,0.992669939994812,10770,5230,6110,0.9979282283773699,0.304560731167782,938.236372990321,3080.6216198418797,0.00201748052386804,8594202847.3125,5407535.20755005,5073546219.949221,1646922.87662697,0.00662423062924881
168616111,629838388,VI,653,HB,1065,True,0.992669939994812,10770,5230,6110,0.9979282283773699,0.304560731167782,938.236372990321,3080.6216198418797,0.00201748052386804,8594202847.3125,5407535.20755005,5073546219.949221,1646922.87662697,0.00662423062924881
168616111,629838326,VI,653,root,997,True,0.992669939994812,10770,5230,6110,0.999999994929816,0.303002963305683,933.3984423367148,3080.4927851318103,0.00202166895,8622100480.0,5446620.0,5083866624.0,1650342.0,0.0066721095
127470271,633481676,LHA,194,SNc,374,True,0.248446211218834,7930,5570,6810,5.97912946556049e-06,0.874739522930486,2693.58923686811,3079.3043714822197,3.95324995727539e-06,10372437.0,3689.26147460938,9937355.0,3227.14282226562,4.51934530639648e-06
127470271,633481638,LHA,194,MBsta,348,True,0.248446211218834,7930,5570,6810,5.97912946556049e-06,0.874739522930486,2693.58923686811,3079.3043714822197,3.95324995727539e-06,10372437.0,3689.26147460938,9937355.0,3227.14282226562,4.51934530639648e-06
583748537,641304678,SSp-bfd,329,AUD,247,True,1.0,7440,2680,1940,0.0116329337217498,0.94112338722056,2896.58150143075,3077.7914360255,0.009974061656835941,25390848624.0,8651459.796875,25059658408.0,8142091.1484375,0.0105980382511719
114755811,633282265,PSV,7,KF,123,True,1.0,10600,4880,7820,0.239208215857868,0.986036093125106,3034.4486300379804,3077.42145667377,0.0596619296,150078898176.0,49393340.0,149881552896.0,48703616.0,0.06050684150000001
159941339,628225293,CP,672,SSp-ll,337,True,0.19907155632972692,5710,1010,8030,9.60185541601226e-06,0.17189692764172,528.9155072331611,3076.9340353515004,1.23656027860641e-06,6191970.4375,5872.3385925293005,3105970.9453125,1009.43696212769,7.19361477584839e-06
302053755,634344254,PAG,795,CUN,616,True,0.9967322945594792,10420,3210,6720,0.00448145662187193,0.23903952810834306,734.769052251845,3073.8391180174,0.004378864174999999,24041035776.0,14953941.0,10987693056.0,3574583.0,0.018318577725
183618139,631716547,MOs,993,PL1,171,True,0.0189840625971556,2590,2190,5990,1.43606777652518e-07,0.18253037177646306,560.975086910324,3073.3246278450897,3.970086193084721e-08,323718.84375,177.553283691406,99602.96875,32.4088668823242,2.17502772521973e-07
272875132,631267472,MD,362,SSp-ll5,1128,True,1.0,6050,1050,7010,0.0757245770366471,0.7983417798351959,2453.0458159543105,3072.67623706315,0.011524933525000001,30775914496.0,11784563.0,28908072960.0,9408109.0,0.014436089675
585756865,635515410,ENTl,918,TR,566,True,0.823565900325775,8410,6260,9860,0.00341276199344459,0.109539484508042,336.566589245619,3072.55955016758,0.001778028240625,16064923648.0,13250488.0,4459671552.0,1451451.625,0.0162318478
523178542,635001664,SCm,294,ICd,820,True,0.5782175064086911,9730,2740,7180,0.00135176601120173,0.4273560977209879,1312.79826647705,3071.907183442489,0.00033913776640625,1137993728.0,647813.75,850448768.0,276847.15625,0.00079357184375
123663689,633150184,VII,661,PB,867,True,0.997128188610077,10630,4040,7130,0.0579169522782859,0.212603391319927,653.062201615115,3071.7393431997602,0.0349576976,186220953600.0,134225968.0,87657906176.0,28536896.0,0.1644268108
478096249,634383032,SNr,381,LT,66,True,0.8402059078216549,8360,4490,7960,0.000387356472269391,0.5214265286826539,1601.2408689257502,3070.88492979283,0.0001915230078125,619915520.0,299841.5,480118464.0,156345.3125,0.00036730583749999997
176429574,630027499,VISpor,312782628,PRE,1084,True,0.517964065074921,9320,2960,8580,0.000216778989948679,0.219830272599192,675.017104370059,3070.62851894284,2.2360243212890602e-05,89614904.0,83033.421875,56048980.0,18253.259765625,0.000101715941796875
304998039,636097684,PVHd,63,ASO,332,True,0.5847517848014829,6270,6220,6040,0.0016049051366403301,0.22196228630503892,681.369050185182,3069.7514497971397,0.000320871466015625,2071213952.0,1180091.875,804078080.0,261935.890625,0.0014456125468750001
583748537,641305010,SSp-bfd,329,AUDv6a,520,True,0.997867405414581,7230,3290,1710,0.0017233267218964901,0.924898394770606,2838.9629930952,3069.48634482095,0.001477578003125,3765890816.0,1304128.25,3702371840.0,1206186.125,0.00159755710625
305321177,635692912,BLA,295,cst,784,True,0.8268765807151791,6770,4070,8740,0.0003833657182828831,0.2900403983149389,890.011500785988,3068.57770833556,0.000270476420703125,1024822592.0,761263.1875,677532992.0,220797.078125,0.0009325474046875
305321177,635692018,BLA,295,int,6,True,0.8268765807151791,6770,4070,8740,0.0003833657182828831,0.2900403983149389,890.011500785988,3068.57770833556,0.000270476420703125,1024822592.0,761263.1875,677532992.0,220797.078125,0.0009325474046875
292211743,638214328,SCs,302,RSPd1,442,True,0.9543175101280208,9770,1130,6880,0.0054026149391769,0.248613084428607,762.5253085732629,3067.1165611648803,0.0012564867109375,5947057664.0,4125701.75,3145952000.0,1025703.4375,0.00505398464375
174583187,629990363,MRN,128,GENv,1014,True,0.40137627720832797,8170,4210,8200,1.96814997852345e-05,0.271745476207812,833.408456616011,3066.8715013996307,1.2453184762573199e-05,42804233.0,37409.5100097656,31177402.0,10165.8651123047,4.5826649761962894e-05
304617742,635796839,DMH,830,ATN,239,True,0.783988356590271,6470,4550,5990,0.000379660488262846,0.664194986553495,2036.9546616556304,3066.8022235840504,0.00032223575832519504,920509768.0,396042.734375,806721094.0,263049.598632812,0.000485152349609375
120280939,633086757,PAR,843,VISp2/3,821,True,0.9986363649368292,9680,1110,8240,0.0151993056818178,0.8314008384192759,2549.58640534668,3066.6151482288,0.0007598384828125,2024019200.0,746061.6875,1902148736.0,620276.3125,0.0009139255671875
310176384,635708348,CLI,591,IPRL,607344862,True,0.11820626258850099,8580,5120,5860,3.76451932088044e-05,0.14775185376609898,452.797426533948,3064.58034192083,1.02920426635742e-06,4929503.0,5686.33642578125,2574758.5,840.166748046875,6.96576212158203e-06
584903636,635457965,MOp,985,SSs1,873,True,0.038667730987072,5210,3250,10060,4.1396110659496295e-07,0.4496275353420071,1376.49905465013,3061.4207237176893,1.39573287963867e-07,560857.875,253.403915405273,348810.25,113.937377929688,3.1041979637146e-07
158841171,628971798,CM,599,FC,982,True,0.514370560646057,6730,2230,5880,9.51989225374212e-05,0.37934324148303294,1161.00125428757,3060.5560540598,2.97473879882812e-05,107914200.0,64014.80078125,74321264.0,24283.58203125,7.84181309570312e-05
583748537,641305735,SSp-bfd,329,AUDv,1018,True,0.997867405414581,7230,3290,1710,0.00189324231822467,0.907802656419419,2776.35648545823,3058.32602033664,0.00162326340585937,4137005824.0,1459692.78125,4052627520.0,1325112.984375,0.00178812365703125
264320076,630879993,TU,614,TH,549,True,0.665226578712463,6960,5380,6440,9.540305710614007e-05,0.208214989742858,636.742320738056,3058.1002910713696,7.29960177734375e-05,285860384.0,286187.78125,182227872.0,59588.5859375,0.00035058003203125
